name,address,lon,lat,phone,description,english_friendly,japanese_friendly,korean_friendly,mobile_charging,accessibility_friendly,gender_friendly,digital_payment_friendly,vegetarian_friendly,restroom_friendly,fair_trade_friendly,free_wifi,bike_friendly,breastfeeding_friendly,muslim_friendly,menstruation_friendly,friendly_feature_count
健康生活館,臺北市北投區石牌路二段201號,121.519166,25.119181,02-2871-1688,"健康生活館位於台北榮總生活廣場，是一間複合式的商店，由數個品牌結合而成，提供了多種類的商品以供住院病患生活所需，旗下廠商如下：
1. 三花生活館
2. 乳油木之家
3. 私房小廚
4. 富足康鞋墊
5. 玉瑪服飾
6. 又莉服飾
7. A. MOUR 經典手工鞋
8. 新加坡琉元堂
9. 美食家。",1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,8
義美商店,臺北市北投區石牌路二段201號,121.519166,25.119181,02-2874-8849,"義美食品公司創立於1934年(日治時代，蔣渭水醫生於太平町創立大安醫院舊址，即為義美食品公司創業所在地)，目前義美食品公司總部位於台北市信義路二段88號。

義美從日治時代台北市太平町一家小糕餅店，迄今為國際知名的食品企業。多年來，以實實在在的態度，真材實料的把食品做好，得到顧客的迴響，產品遍布世界各地，陪著台灣人度過人生中重要的里程。
義美食品公司從創立以來，即堅持「產品品質與安全」的重要性，堅持五大把關原則「查核原料來源」、「審視原料價格」、「參考客戶名單」「深化檢驗能力」、「用心落實驗收」，並對原物料之檢核使用、產品製程管制、成品出廠及配送各層面，確實為消費者健康層層把關。",1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,7
十勝石燒,臺北市北投區石牌路二段201號,121.519166,25.119181,02-2871-1688,「十勝石燒」以新鮮的道地臺灣食材及傳統的烹飪手法，傳承著三十年代臺灣人的傳統美食，以臺灣黑毛豬扎實的後腿肉並以紅鞠醃漬入味，高溫逼油後口感呈現多層次軟Q，是老饕最愛的午餐首選。,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,7
COMEBUY,臺北市北投區石牌路二段201號,121.519166,25.119181,02-2871-1688,"COMEBUY創立於2002年，企業版圖橫跨全球四大洲11個國家，秉持用心、專心、開心與貼心的態度現做每一杯飲品，連續數年獲得台灣觀光局指定代表台灣於海外推廣觀光，並於每年屢屢獲得獎項與肯定。
COMEBUY 不斷超越自己，持續突破創新，領先使用義式粹茶機，萃取原葉茶湯，傳遞新鮮品質，開發與提供與眾不同的選擇與驚喜。並於2016年開創COMEBUYTEA旗艦門市，創新的獨家混搖飲品顛覆人們對於手搖杯茶飲的印象，受到中外消費者的廣大迴響。
COMEBUY堅持茶飲專業，是台灣第一家認養有機茶園，並與台灣最專業茶葉師傅合作，每一杯飲品皆是堅持現做，不預先大量沖泡，讓消費者感受茶葉完美風味。
COMEBUY嚴格把關食品安全，飲品與包材皆通過SGS與杜夫萊茵檢測，是全球第一家設立安全實驗室之手搖杯飲品牌；從原料供應到產品製程，落實自主檢測，食安規格高於其他餐飲上市公司。",1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,7
紅豆食府,臺北市北投區石牌路二段201號,121.519166,25.119181,02-2871-3068,"「紅豆食府」自1999年成立，堅持以細選食材、精緻口感，呈現道地美味的上海佳餚。旗下五間分店皆位於台灣最熱鬧的繁華商圈，室內設計重新詮釋新中國風格，採用東西合璧與現代美學元素，完善的空間規劃與多元的包廂選擇，提供顧客舒適典雅的用餐環境。
「紅豆食府」更榮獲台北市政府頒發台北食尚好餐廳金饌店家，以及台北優質餐廳等饕客的上海料理首選殊榮，是台灣饕客的上海料理首選。",1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,7
杏一藥局,臺北市北投區石牌路二段201號,121.519166,25.119181,02-2875-1289,杏一醫療用品股份有限公司創立自西元1990年12月4日，是全國第一家由專業醫護團隊領軍的醫療用品連鎖服務機構，並於2014年成為國內第一家上櫃的醫療用品零售通路公司。目前全台超過200家直營門市及複合式商場，提供超過三萬種品項的醫療器材用品與居家保健商品，以直營及專業護理人員現場服務模式提供給課務最佳服務品質。,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,7
小南門,臺北市北投區石牌路二段201號,121.519166,25.119181,02-2875-1220,小南門傳統豆花創立於民國85年，目前多於百貨公司及醫院之美食賣場以專櫃型態經營，100年並開始經營獨立店面，多年來堅持循古法純手工精製，口感獨特，入口即化之傳統豆花，在各大賣場屢創高營業額之佳績，現除維持豆花之傳統外，另91年起陸續推出「小南門傳統美食，「小南門點心世界」二品牌因口味傳統道地，皆深獲消費者好評。,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,8
星巴克榮總門市,臺北市北投區石牌路二段201號,121.519166,25.119181,02-2874-6213,1971年星巴克創立於美國西雅圖派克市場，1987年霍華‧舒茲（星巴克主席、總裁暨行政總裁）在當地投資者的協助下買下星巴克，同年在加拿大溫哥華開拓門市，為首次進軍國際市場。今日星巴克門市遍佈全球，已是全世界最主要的咖啡烘焙與零售業者，霍華·蕭茲先生經營咖啡事業著重在人文特質與品質堅持，強調尊重顧客與員工，並堅持採購全球最好的咖啡豆烘焙製作，提供消費者最佳的咖啡産品與最舒適的消費場所，經營Starbucks Coffee成為當今全球精品咖啡領導品牌，備受國際學者專家推崇，譽為「咖啡王國傳奇」。,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,7
米哥烘培坊,臺北市北投區石牌路二段201號,121.519166,25.119181,02-2898-2258,米哥烘焙坊是一間穩定成長之烘焙連鎖店。自1995年6月士林大東店開幕以來，目前有17家分店。公司穩定成長，並擁有實力堅強的烘焙技術團隊，長時間與日本合作技術交流，以優質的產品提供消費者，為公司奠定紮實的基礎。,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,7
義美吉盛生活廣場,臺北市北投區石牌路二段201號,121.519166,25.119181,02-2871-1688/0936713608,義美吉盛為臺北榮總醫院美食街管理者，服務臺配有服務人員可以協助商場顧客、並且有24小時保全輪流站哨，商場顧客若有任何需求需要協助皆可至服務台尋求幫助。,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,9
鬍鬚張北投光明店,臺北市北投區光明路210號,121.503874,25.136044,02-2893-0717/總公司:02-2298-2185＃232(行企部劉副理),"「鬍鬚張魯肉飯」創立於1960年，秉持『傳統美食，追求幸福』的創業初衷，從路邊攤創起，以發揚台灣美食文化為職志，不斷的做中學，以品質、口味、服務、衛生為基礎，提供安全美味的產品，整潔親切的用餐環境與氛圍的餐廳。
鬍鬚張以「誠信篤實」、「追求卓越」、「顧客滿意」、「永續成長」為經營理念，以「以人為本」、「人才培育」、「賞罰分明」、「成果分享」為管理原則，並致力於『將魯肉飯販賣到全世界都知道』的企業願景實踐。",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
鬍鬚張台北石牌店,臺北市北投區石牌路二段25號,121.515438,25.115893,02-5571-3812/總公司:02-2298-2185＃232(行企部劉副理),"「鬍鬚張魯肉飯」創立於1960年，秉持『傳統美食，追求幸福』的創業初衷，從路邊攤創起，以發揚台灣美食文化為職志，不斷的做中學，以品質、口味、服務、衛生為基礎，提供安全美味的產品，整潔親切的用餐環境與氛圍的餐廳。
鬍鬚張以「誠信篤實」、「追求卓越」、「顧客滿意」、「永續成長」為經營理念，以「以人為本」、「人才培育」、「賞罰分明」、「成果分享」為管理原則，並致力於『將魯肉飯販賣到全世界都知道』的企業願景實踐。",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
溫泉小舖,臺北市北投區大同街202-4號,121.499236,25.137663,02-2898-2698,提供北投在地特色紀念品與伴手小物，令人印象深刻，產品皆由弱勢族群創作，讓弱勢學員能讓弱勢學員能夠找到發光舞台。,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,5
少帥禪園,臺北市北投區幽雅路34號,121.515978,25.13746,02-2893-5336,台北北投張學良幽禁舊居，少帥禪園建於1920年代，原名「新高旅社」在北投溫泉區頗有盛名，曾被日軍當做神風特攻隊出戰前夕的慰安處所，1960年代，東北少帥張學良和其夫人趙一荻曾被幽居住於此。少帥禪園隱身在北投山腳邊的林蔭間，可以遠眺觀音山，關渡平原就像在眼前，來少帥禪園可以享美食、泡好湯、品好茶，會發現離台北的繁華不遠，但是可以擁抱的意與境是如此的近。,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4
春天酒店 Spring City Resort,臺北市北投區幽雅路18號,121.513688,25.137675,02-2897-5555,"浸浴白磺幸福湯
春天酒店藏身北投幽雅小徑，彷彿城市外的桃花源，特有的天然白磺原湯，泉質滋潤，其色
澤呈現乳白色，更有牛奶湯、美人湯的美稱，在汩汩的湯泉之中，恣意的感受身體的輕鬆自在!!
幽雅空間享寧靜
春天酒店米白色系調和出溫馨舒適氣息的客房，簡單雅緻設計，創造寧靜空間感，客房內觀
音石浴池，讓房客輕鬆享受白磺原湯。房客除住宿外，更可使用露天風呂、會員俱樂部、戶
外泳池、健身房、SPA、中西/日式餐廳等設施服務，實為城市裡的奢侈享受，更是遠離塵囂拜訪北投渡假的首選!!",1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,10
北投齊雞,臺北市北投區新市街71號,121.502429,25.132873,02-2896-8908/0955121480,北投齊雞的雞肉一律採用放山式的養殖，選擇較無污染，且水質及空氣好的花蓮及台東一帶，經由指定的品種與飼養方式，再由指定飼養雞場，加以嚴格執行及把關，使北投齊雞的雞肉，其肉質與鮮嫩度，都與市售的雞，截然不同，這是北投齊雞的特色，更是北投齊雞成功的要素之一。,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
泉都溫泉會館,臺北市北投區光明路220號,121.504526,25.13624,02-2896-0077,泉都溫泉會館位於新北投捷運站旁，步行只需3分鐘..全館歐式裝潢精緻雅麗，附設各式住宿溫泉客房、歐式新穎餐廳、多功能資訊中心及自助洗衣設備，提供優質的住宿、泡湯環境。溫泉客房內附有岩片泡湯浴池和北投特有白磺溫泉，無論住宿或泡湯消費皆可享有私人泡湯空間。全館免費無線上網及觀賞VOD影音頻道，讓您完全體會浪漫、舒適台北湯泉之旅。,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,6
仙渡莊旅社,臺北市北投區大度路三段304號,121.465802,25.123622,02-2891-3537,仙渡莊旅社於1969年創立，佇立於關渡的50年老旅社於2020年重新整修，提供您舒適環境，重點是價格超親民，是來洽公、旅遊的好選擇！同時鄰近金色水岸自行車道，是自行車族喜愛的選擇。,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,6
西雅圖,臺北市北投區石牌路二段201號,121.519166,25.119181, 02-28712358#285/0936-713-608,"西雅圖極品咖啡推出的精品咖啡館「Barista Premium 極品嚴焙」，為台灣連鎖咖啡市場首創，從每顆選豆到每份食材，都是萬中選一。

承襲Barista Coffee精神，並加以極致發揮，餐點飲品皆經過精心的烘焙調製，直到端上桌的那一刻，所有過程都不負其Premium的名號。

西雅圖極品咖啡除了致力於推出與消費者需求更緊密結合的新系列精品咖啡館，更渴望將「Barista Premium 極品嚴焙」推向國際，成為台灣最具代表性的精品咖啡館。
",0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,5
甲大鴻,臺北市北投區石牌路二段201號,121.519166,25.119181, 02-2871-2358#285,本餐廳堅持選用新鮮自然的食材，製作口味獨到的特有菜色，並以親切、即時、高效率的服務態度，打造舒適、親切、放鬆的用餐環境，征服客戶的胃與「心」，獲廣大消費者青睞，成功點「食」成金。,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,9
安永鮮食,臺北市北投區石牌路二段201號,121.519166,25.119181, 02-2871-2358#285,"用科技思維建構Health Care大健康產業，結合集團優勢，將健康生產、健康服務，以產銷一條龍模式，打造「安永鮮物」高品質健康超市。
匯集全國最優質安心農畜產、國家級檢驗保證之頂級水產，及嚴選烹飪所需天然食材。落實全魚利用、食品無添加精神，持續開發自有品牌商品如養生藥膳、鱸魚精、湯品、魚鬆，引進健康餐食，貫徹『安心、鮮美、便利』服務宗旨。不論是成長中孩童、樂齡族、亞健康族的預防保健，讓全家人都能擁有健康、快樂的每一天。",1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,9
途中.台北國際青年旅舍,臺北市北投區光明路82號,121.50063,25.133019,02-2891-0230,"< 途中台北 > 是由一群熱愛旅行的背包客所建立，我們提供2人，4人，6人，8人等房型，房間乾淨、明亮、舒適，且旅舍的 3樓 為女生專屬樓層，提供女性住客安全、自在的住宿環境。
1F及B1為公共空間，享受沙發慵懶放鬆，提供各式書籍可閱覽，不定時電影欣賞，文化交流，歡迎您在我們的沙發分享您的旅行故事。頂樓的空間為旅舍另一個特色，在空中的小花園，我們準備了躺椅、啤酒桌、以及戶外的桌椅組，在好天氣的下午，泡杯咖啡優閒的坐在頂樓更是一大享受；另外，我們也是觀光局的『自行車友善旅館』，室內停放腳踏車的區域更是提高了您單車旅行的便利性。

< 途中台北 > 距離捷運北投站僅 200公尺，步行 10分鐘即可抵達新北投溫泉區，在半小時內您可前往 淡水/關渡、陽明山國家公園、士林/故宮、台北車站 . . 等地點，是您休憩與差旅的最佳選擇。",0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,4
熱風精品咖啡豆,臺北市北投區大業路462號,121.496336,25.131948,02-2895-5698/0955-825-588,"「新鮮，看得見」。店內主要提供「現場選擇咖啡生豆」,「即刻烘焙」的服務。並提供莊園精品咖啡內用外帶服務。販售手沖、虹吸等多種沖煮咖啡的器具。
代售咖啡店專用德國微電腦熱風烘豆機。是烘天雷國際商貿的品牌門店。",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
ALL RIDE,臺北市內湖區洲子街71號,121.572138,25.079836,02-7721-5668,ALL RIDE是國內長板的指標商店，內有70坪專業賣場，專賣滑板、長板、滑雪、衝浪，等極限運動用品，並定期舉辦長板教學。,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,6
SUGAR&SPICE糖村(瑞光店),臺北市內湖區瑞光路408號,121.570515,25.078106,04-25327288#211,成為伴手禮名店，一路堅持信念，傳遞最幸福的美味甜品給每一位踏入糖村的訪客。,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5
宜家商旅,臺北市內湖區成功路二段512號,121.589727,25.074107,02-2795-6777,交通方便、環境幽雅、遠離塵囂。使用原木系家具，館內富有藝術設計，每逢週末更邀請知名琴師現場演奏，結合午晚餐及酒吧空間。,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,6
新東陽內湖門市,臺北市內湖區成功路四段49號,121.591971,25.081558,02-2793-4895/總公司02-2772-6222＃957(郭小姐),新東陽以推動中華美食精緻化，國際化的精神標竿為企業目標，打造”來台必買、出國必帶、台灣特產第一品牌”的企業形象，帶給消費者優質的購物體驗。,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,4
能美,臺北市內湖區內湖路一段719號1樓,121.577772,25.079226,"02-8751-5948/
公司02-2657-7333",提供有機天然食品飲料，健康安心肉品、天 然保健食品與時尚機能服飾。,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,4
有機緣地-成功店,臺北市內湖區成功路四段30巷9號1樓,121.591564,25.082032,"02-2794-8382/
公司02-2657-7333",提供有機天然食品飲料，健康安心肉品、天 然保健食品與時尚機能服飾。,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,7
有機緣地-東湖店,臺北市內湖區東湖路112號,121.615785,25.068248,"02-2631-8168/
公司02-2657-7333",提供有機天然食品飲料，健康安心肉品、天 然保健食品與時尚機能服飾。,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,8
哈拉影城,臺北市內湖區康寧路三段72號,121.611273,25.070209,02-2632-2693#306,為提供身歷其境的電影體驗效果，且在觀影時隨時保有寬敞的舒適，超越業界獨家設計音頻傳導振動效果之饗震椅，以及符合人體工學之置物跨腳座椅，升級優質設備亦不加價。,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,5
福慧根湯,臺北市內湖區瑞光路316巷50號1樓,121.573372,25.076038,02-2659-2600,提供完整、有效、純淨的營養素，目的是讓健康的身體永遠保持健康，也是福慧根古法食養藥膳主要的目的與價值。,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,6
亞尼克-內湖旗艦店,臺北市內湖區瑞湖街178巷15號,121.575794,25.070792,02-2657-4837/總公司行銷部:02-8797-8993#2,亞尼克內湖旗艦店，秉持「不偷工、不減料、新鮮製作、新鮮販售」的理念，博得消費者的信任及喜愛。,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,4
JOLLY內湖店,臺北市內湖區民權東路六段469號1樓,121.604791,25.072336,02-2632-2229/總公司謝小姐02-2221-9337#14,"「Jolly Brewery + Restaurant」
是目前國內唯一將「泰食」與「手工釀啤酒 (Craft beer)」二者完美結合的餐廳，裝潢設計採取後現代主義的精神，呈現出簡約的設計風格，讓消費者能在寬敞、溫馨、舒適的環境用餐，輔以柔和的燈光、時尚的音樂，為嶄新的新概念型態餐廳。
Jolly在「泰食」方面針對「酸」與「辣」及「東南亞貫用的辛香料」特性做了重新的詮釋，將傳統味覺與創新手法相容並濟，開創新口感。例如檸檬清蒸魚採去頭去尾的做法及JOLLY蝦餅與一般傳統蝦餅造型不同，採切長條入鍋炸，炸出來就像薯條一樣，更是少見。
Jolly在「手工釀啤酒 (Craft beer)」方面，特別斥資將歐、美風行的啤酒釀造工藝技術引進台灣，並有國外専業認証的釀酒師釀製，堅持Craft beer精神-真正自然健康，只用100%麥芽釀製，不添加任何化學物質，也不經過過濾、熱處理等程序，故保有豐富的啤酒酵母、礦物質、維他命、蛋白質。原始與傳統的極緻表現，讓啤酒不再只是單純可以搭配各國佳餚的液體麵包，更是餐桌上一道色、香、味具全的個性佳餚 。
當酸辣美味的「泰食」遇上口感細膩的「手工釀啤酒」，讓這一熱一冷的交織作用帶你進入細膩與獨特的Jolly世界。",1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,6
早點初發-內湖江南店,臺北市內湖區江南街91號,121.576947,25.076813,02-2627-9100,店內裝潢以復古風加上學生課桌椅，很有學生時代上課的氛圍。主牆上及吧檯用粉筆書寫著店內熱門餐點以及食材來源，店員親切服務熱忱，並提供鄰近外送服務。,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,6
鬍鬚張內湖湖光店,臺北市內湖區成功路三段177號一樓,121.590522,25.080116,02-2792-1220/總公司:02-2298-2185＃232(行企部劉副理),"「鬍鬚張魯肉飯」創立於1960年，秉持『傳統美食，追求幸福』的創業初衷，從路邊攤創起，以發揚台灣美食文化為職志，不斷的做中學，以品質、口味、服務、衛生為基礎，提供安全美味的產品，整潔親切的用餐環境與氛圍的餐廳。
鬍鬚張以「誠信篤實」、「追求卓越」、「顧客滿意」、「永續成長」為經營理念，以「以人為本」、「人才培育」、「賞罰分明」、「成果分享」為管理原則，並致力於『將魯肉飯販賣到全世界都知道』的企業願景實踐。",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
鬍鬚張台北內湖店,臺北市內湖區成功路二段318號,121.590487,25.067395,02-2791-0808/總公司:02-2298-2185＃232(行企部劉副理),"「鬍鬚張魯肉飯」創立於1960年，秉持『傳統美食，追求幸福』的創業初衷，從路邊攤創起，以發揚台灣美食文化為職志，不斷的做中學，以品質、口味、服務、衛生為基礎，提供安全美味的產品，整潔親切的用餐環境與氛圍的餐廳。
鬍鬚張以「誠信篤實」、「追求卓越」、「顧客滿意」、「永續成長」為經營理念，以「以人為本」、「人才培育」、「賞罰分明」、「成果分享」為管理原則，並致力於『將魯肉飯販賣到全世界都知道』的企業願景實踐。",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
鬍鬚張內湖瑞光店,臺北市內湖區瑞光路301號,121.575962,25.07588,02-2659-0629/總公司:02-2298-2185＃232(行企部劉副理),"「鬍鬚張魯肉飯」創立於1960年，秉持『傳統美食，追求幸福』的創業初衷，從路邊攤創起，以發揚台灣美食文化為職志，不斷的做中學，以品質、口味、服務、衛生為基礎，提供安全美味的產品，整潔親切的用餐環境與氛圍的餐廳。
鬍鬚張以「誠信篤實」、「追求卓越」、「顧客滿意」、「永續成長」為經營理念，以「以人為本」、「人才培育」、「賞罰分明」、「成果分享」為管理原則，並致力於『將魯肉飯販賣到全世界都知道』的企業願景實踐。",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
鬍鬚張台北東湖店,臺北市內湖區東湖路90號,121.614864,25.068496,02-2630-8058/總公司:02-2298-2185＃232(行企部劉副理),"「鬍鬚張魯肉飯」創立於1960年，秉持『傳統美食，追求幸福』的創業初衷，從路邊攤創起，以發揚台灣美食文化為職志，不斷的做中學，以品質、口味、服務、衛生為基礎，提供安全美味的產品，整潔親切的用餐環境與氛圍的餐廳。
鬍鬚張以「誠信篤實」、「追求卓越」、「顧客滿意」、「永續成長」為經營理念，以「以人為本」、「人才培育」、「賞罰分明」、「成果分享」為管理原則，並致力於『將魯肉飯販賣到全世界都知道』的企業願景實踐。",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
里仁-內湖捷運店,臺北市成功路4段182巷6弄1號,121.593714,25.084005,02-8792-0527/02-77146168#80514(總公司陳'S),1988年里仁開張，決心要做「該做但還沒有人做的事」。提供以誠信契作支持和鼓勵農友，栽植無農藥化肥的純淨蔬果來友善環境，也尋找願意還原食物本味、恢復環境清靜的淳厚廠商，近年更積極以產品包材減塑支持淨塑。 里仁產品開發堅持自然、健康、平實。主要產品包括有機或轉型農產品、少或無添加物的食品，不含基改成份，以本土有機為優先，支持綠保生態並關懷弱勢。,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
達人麵館,臺北市內湖區環山路一段9巷7號,121.566053,25.082933,02- 2798-9901/0938393808(劉先生),達人麵館，專業經營北方麵食：刀削麵，手工拉麵的店家，曾多次榮獲台北國際牛肉麵節傳統組冠軍，淸燉組冠軍，創意米食冠軍等⋯⋯歡迎親身體驗！,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,8
里仁-東湖市場店,臺北市內湖區東湖路84號,121.614639,25.06855,02-2631-1492/02-77146168#80514(總公司陳'S),1988年里仁開張，決心要做「該做但還沒有人做的事」。提供以誠信契作支持和鼓勵農友，栽植無農藥化肥的純淨蔬果來友善環境，也尋找願意還原食物本味、恢復環境清靜的淳厚廠商，近年更積極以產品包材減塑支持淨塑。 里仁產品開發堅持自然、健康、平實。主要產品包括有機或轉型農產品、少或無添加物的食品，不含基改成份，以本土有機為優先，支持綠保生態並關懷弱勢。,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Mr.Voice,臺北市萬華區艋舺大道128號,121.501988,25.033033,02-2304-1588,提供最有效率的歌唱聲音教學系統，以具體、科學、人性化的方法協助美化音色，拓展音域與改善聲音疲勞問題。,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,6
品牌牛仔USED,臺北市萬華區西園路一段165號1樓,121.49943,25.034898,02-2336-1712 0905045145,生產以牛仔布料為主的款式，銷售日、韓、歐美時尚單寧款式。提供批發、零售與客製化訂單，款式多樣化，週週有新款。,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,6
三寶神明用品,臺北市萬華區內江街168號1樓,121.500747,25.041737,02-2388-8859,三寶神明用品，展現傳統宗教文化之美，以明亮整潔的環境展示神桌、神像、神衣、神帽、銅器、繡品訂製等產品，吸引各方人士駐足。,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,5
阿猜嬤甜湯,臺北市萬華區華西街3號,121.49862,25.039864,02-2361-8697,堅持古法烹煮，製作料好實在的甜湯，不但是老艋舺人的共同喜愛，更是遊客們的一大享受。,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,5
Crystal Rose Ribbon Store 緞帶專賣,臺北市萬華區艋舺大道188號,121.50004,25.03274,02-2302-3968,CRYSTAL ROSE，全國唯一精緻緞帶專賣店，有著和⽔晶般剔透的精緻細緻感。,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
"寓見青旅
(原大可居青年旅館)",臺北市萬華區昆明街316號,121.503288,25.035791,02-2308-0066/0919320455老闆陳先生,"擁抱每一段相遇。 座落於老台北萬華，擺脫緊湊的生活節奏，放慢腳步，走入古色古香的城市。
提供實惠的長短期住宿&多功能空間出租
歡迎喜好流浪的背包客&各類團體洽詢!",1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,8
鳳‧衣美,臺北市萬華區大理街45號,121.500716,25.034651,02-2304-5168,提供款式多元且各種場合的服裝，熱情的服務態度與多樣的選擇，平實近人的價格，適合各式不同的族群。,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,7
西園29服飾創作基地 Fashion Institute of Taipei,臺北市萬華區西園路二段9號,121.498175,25.032343,02-2336-7599*11(張小姐),積極開發功能性佳、舒適又簡潔輕便的高機能服飾，在奈米材料、紗線研發方面投入多年心血，從原料研發到產品販售一條龍。,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,6
抱瓶庵,臺北市萬華區開封街二段62-5號,121.50685,25.046531,02-2388-5218(詹小姐),以「報平安」之諧音，傳達棲居一隅的祈願。伴隨著美味小點與茶香，邀請你進入陶藝創作的行列。,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,7
阿寶師咖哩餃(阿寶師福州精緻點心),臺北市萬華區德昌街100號,121.49757,25.024607,總店:02-2339-7904,承襲了家族三代的手藝，提供色香味俱全的咖哩餃，從外而內擋不住的咖哩香氣，令人迫不及待要大快朵頤一番。,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,4
順春堂自然養生館,臺北市萬華區廣州街187號,121.5008,25.036722,02-2306-5898/0937-971-628,百年老店，追求自然養生健康的食材，提供四季養生茶包，提供簡便、健康、養生的茶飲。,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3
冬仙堂 - 艋舺老字號茶飲,"臺北市萬華區貴陽街二段115-17號
更正地址：臺北市萬華區貴陽街二段112號",121.502807,25.040042,02-2375-1698,是地方上口碑盛傳的頂級古早味茶飲專賣店，招牌產品為手工現敖國寶級庶民飲品[冬瓜露]及艋舺茶古早味紅茶。,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4
西門町芒菓冰,臺北市萬華區漢中街17號,121.50782,25.045294,"02-2388-8511
0922657279",西門町芒果冰的醬汁是用純天然的土芒果做成，完全不加任何一顆糖，用土芒果汁和柔軟雪花混合成的冰體帶著清香與天然的甜味，清新的風味讓人擺脫城市的煩憂。,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,6
新東陽西寧門市,臺北市萬華區西寧南路74號之1,121.50595,25.043144,02-2312-1725/總公司02-2772-6222＃957(郭小姐),新東陽以推動中華美食精緻化，國際化的精神標竿為企業目標，打造”來台必買、出國必帶、台灣特產第一品牌”的企業形象，帶給消費者優質的購物體驗。,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,8
瘋殼子通訊龍山寺店,臺北市萬華區西園路一段153號B1,121.49946,25.035852,0908-910-819,3C產品、配件類、充電商品，可提供遊客免費充電WIFI。,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,5
九段工坊,臺北市萬華區和平西路三段102號2F,121.500826,25.035091,02-2302-5841/0932027722,以中國風為基礎加上舒適的剪裁與素雅的設計，融合出一種具現代感，,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3
力福泰服裝行,臺北市萬華區大理街20號,121.502089,25.034586,"0917-622553
02-2306-0988",力福泰服裝行專營台灣製家居服批發、零售，產品齊全為大眾提供舒適感與高品質兼備的基本款家居服。,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,6
天森木材行,臺北市萬華區東園街67巷3號,121.4967,25.026309,02-2307-2151/0935-115-373,各種原木、木材製品之加工及買賣，運動器具木器類之製造、代客換裝門片、裁切木板裝宅修,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,5
